Country_Code,Year,Adjusted net national income per capita (constant 2010 US$),Armed forces personnel (% of total labor force),Computer communications and other services (% of commercial service imports),Consumer price index (2010 = 100),Employment in agriculture (% of total employment),Employment in industry (% of total employment),Employment in services (% of total employment),Fixed broadband subscriptions (per 100 people),Fixed telephone subscriptions (per 100 people),GINI index (World Bank estimate),GNI per capita growth (annual %),Government Budget,High-technology exports (% of manufactured exports),Improved sanitation facilities urban (% of urban population with access),Improved water source urban (% of urban population with access),Income share held by highest 10%,Income share held by lowest 20%,Individuals using the Internet (% of population),Inflation consumer prices (annual %),Informal employment (% of total non-agricultural employment),Interest arrears official creditors (current US$),Interest arrears private creditors (current US$),Interest payments on external debt (% of exports of goods services and primary income),Internally displaced persons new displacement associated with conflict and violence (number of cases),Internally displaced persons new displacement associated with disasters (number of cases),Internet Speed,Labor force participation rate for ages 15-24 female (%) (modeled ILO estimate),Labor force participation rate for ages 15-24 male (%) (modeled ILO estimate),Military expenditure (% of central government expenditure),Mobile cellular subscriptions (per 100 people),Ores and metals exports (% of merchandise exports),Population in the largest city (% of urban population),Precipitation,Prevalence of HIV total (% of population ages 15-49),Retirement Age Men,Retirement Age Women,Share of youth not in education employment or training female (% of female youth population),Share of youth not in education employment or training male (% of male youth population),Terrorism Index,Total debt service (% of exports of goods services and primary income),Total reserves (% of total external debt),Tourist Arrivals,Unemployment with advanced education female (% of female labor force with advanced education),Unemployment with advanced education male (% of male labor force with advanced education),Unemployment female (% of female labor force) (modeled ILO estimate),Unemployment male (% of male labor force) (modeled ILO estimate),Unemployment total (% of total labor force) (modeled ILO estimate),Unemployment youth female (% of female labor force ages 15-24) (modeled ILO estimate),Unemployment youth male (% of male labor force ages 15-24) (modeled ILO estimate),Urban population growth (annual %),Value lost due to electrical outages (% of sales),Vulnerable employment female (% of female employment),Vulnerable employment male (% of male employment),Wholesale price index (2010 = 100),Stability,KNN_Value,LR_Value
SSD,2000,0,0.279369117484,-1.48941258541,9.413142357,0,0,0,0.000001608333,-0.00192657625,46.3,-1.56116373363,1,0.1,16.4,66.7,3.01818181818,0.354545454545,0.255331283,-0.455115783182,0,0,0,0.1,0,0,1,-0.071327209473,-0.112693786621,0,1.2041101575,0.1,-0.094587480639,0,2.5,80,80,0,0,100,0,0,100,0,0,0,0,0,0,0,-0.394579712259,13.6,50,50,0,2.3,4,2.3,
ESP,2000,785.854698186,-0.153680684904,0.337950070589,2.51967979,-0.5,0.099998474121,0.400001525879,0.0947773575,1.20166705,33.3,0.95491500255,2543.4062,7.98652365595,99.9,99.9,-4.15,1.15,6.539921132,1.121942084,0,0,0,0.1,0,0,2543.4062,1.73290252686,0.416809082031,8.562863307916,22.67552576,2.235155035437,0.128437778397,0,0.4,65,65,-2.7,2,2421.19,0,0,2421.19,-0.900000095367,-2,-2.40000152588,-1.29999923706,-1.69999980927,-4.59999847412,-3.19999885559,0.041699947589,0,13.300000429153,15.200000047684,0,7.7,8,7.7,
LKA,2000,37.189318248,-0.175875519753,-2.20395272742,2.12204396,1,-1.39999961853,0.400001525879,0.000572565667,0.492829819,41,1.76634846341,392.6581,3.086320734941,85.1,94.8,8.3,1.7,0.298995586,1.48457028,0,13889000,97818000,3.865231198149,0,0,392.6581,-4.29872703552,-3.16191101074,21.897244685487,0.909823861,0.277430529703,-0.011695652438,0,0.1,80,80,2.45833333333,1.30000003179,36984,12.122879907136,12.231068537876,36984,0.372727264058,0.654545437206,-1.89999961853,-0.799999713898,-1.19999980927,-3.79999923706,-1.69999885559,0.082422813018,3,43.70000076294,40.299999237061,0.562754995012,4.7,6,4.7,
SDN,2000,0,0.098825586454,-1.62987590525,3.09849652,-0.699996948242,0.200000762939,0.5,0.000352410167,0.377865967,35.4,1.25398114429,456.7068,0.1,48.1,76.3,2.42727272727,0.618181818182,0.016990451,-7.961690385,0,3075563000,1398845000,2.747919725893,0,0,456.7068,-0.778102874756,-0.022090911865,0,0.028316914,0.479221768381,-0.005813849184,0,0.1,80,80,0,0,100,13.472888453799,0.857266764328,100,0,0,-0.200000762939,0.10000038147,0.10000038147,-0.60000038147,0.39999961853,0.098211344127,1.2,61.199999213219,43.100001573563,0,2.3,4,2.3,
SUR,2000,472.435974522,0.098356519103,7.67351752022,10.62263286,0.300000190735,0.099999427795,-0.400001525879,0.00489482375,0.74327318,57.6,0,227.2818,8.166360756294,89.8,97.8,42.7,1,0.614539695,-39.37140486,0,0,0,0.1,0,0,227.2818,-0.21967124939,-0.018569946289,0,4.993404331,0.039163741741,0,0,1.3,80,80,0,0,100,0,0,100,0,0,-7.39999961853,-4.19999980927,-5.30000019073,-26.9000015259,-7.10000038147,-0.027433187377,0.6,11.000000238419,19.70000076294,0,6.5,8,6.5,
CHE,2000,1853.50664868,0.000230948684,28.2443847383,1.39438716,-0.099999904633,-0.60000038147,0.599998474121,0.393659635,2.08374316,34.3,2.23147131962,4628.9217,22.189825343893,99.9,100,-2.96666666667,0.822222222222,13.1,0.718562157,0,0,0,0.1,0,0,4628.9217,-3.67512512207,1.73066711426,5.49814090149,21.89194976,5.669488477618,0.013967152427,0,0.1,65,63,-1.51999998093,-1.38000001907,806,0,0,806,-0.199999928474,-0.5,-0.5,-0.5,-0.399999856949,-1.7000002861,-0.699999809265,0.084969432111,0,7.399999856949,11.500000238419,0,9.7,10,9.7,
SWE,2000,1436.90450175,0.004349498372,3.86732490844,0.88520444,-0.099999904633,-0.60000038147,0.800003051758,1.4032463345,-0.48435082,26.1,-1.62824996076,4766.9581,22.774507258279,99.2,100,3.51666666667,-1.55,4.25486905,0.583239861,0,0,0,0.1,0,0,4766.9581,0.052947998047,-0.041217803955,5.319604175481,13.99047835,2.384309889623,0.141582792242,0,0.1,61,61,1.28000001907,1.31999998093,100,0,0,100,-1.20000004768,-0.900000095367,-1.90000009537,-2.40000009537,-2.09999990463,-7.2999997139,-6.19999885559,0.082634932474,0,4.099999964237,10.000000178814,0,9.4,10,9.4,
SYR,2000,0,-0.294805241045,0.100447974876,-2.30827899,1.70000076294,-2.19999885559,0.599998474121,0.0005657385,0.22800954,35.8,5.8968494406,463.9628,2.178875396681,95.3,95.3,4.78333333333,1.28333333333,0.057403118,-0.142450142,0,2290100000,97596000,3.458025034771,0,0,463.9628,1.23768424988,-3.04275512695,30.64081049164,0.158241915,0.732252509488,0.052393692888,0,0.1,80,80,0,0,100,6.788372739917,1.594902230082,100,0,0,4.69999885559,1.5,2.00000047684,8.89999961853,3,-0.186444841367,0,57.5,42.39999961853,14.2857142857,4.7,6,4.7,
TJK,2000,-85.5507634527,-0.15779871476,-3.19923971551,14.177813815,-2.5,3.39999961853,-0.799999237061,0.0000306298,0.045683027,29.5,2.98800509372,164.6977,41.745049504951,92.4,92.3,0.55,-0.1,0.015807737,-12.86396315,0,23104000,21915000,2.449284639655,0,0,164.6977,-0.086101531982,-0.154960632324,0,0.008496683,55.876278476693,-0.1058384784,0,0.1,60,55,0,0,100,12.691983999844,8.262489611334,100,0,0,0,-0.300000190735,-0.199999809265,-0.10000038147,-1.10000038147,1.0029493764,15,50.39999961853,40.10000038147,0,2.9,4,2.9,
THA,2000,68.6879226181,0.089616495972,-4.77653912608,1.21212964,0.400001525879,0.5,-0.700000762939,0.000852504667,0.504446416,42.8,0.159624499899,929.1314,33.359128637866,89.4,96.6,-0.4,0.1,1.262798847,1.307242716,0,0,0,5.644751267984,0,0,929.1314,-0.002223968506,-0.321990966797,11.020738375562,1.105581174,1.158088268091,-0.392280624388,0,1.8,80,80,-1.81818181818,-0.69999998266,935000,16.294989127633,40.918790591013,935000,0.13333333532,0.149999996026,-0.600000143051,-0.599999904633,-0.599999904633,-1.10000038147,-1.19999980927,0.684967566982,4.1,59.39999961853,55.10000038147,1.82810900405,5,6,5,
MKD,2000,121.972417378,-0.036126783389,-3.12603719331,4.95257506,0.800001144409,-5.19999885559,4.40000152588,0.085001628143,1.57153337,42.8,0.932004728158,1,1.24289113044,93.3,99.8,-2.56666666667,-0.341666666667,0.988236056,7.886709486,0,1583000,2328000,3.871218512802,0,0,1361.4255,-1.00350189209,-1.55800628662,12.0394734297,3.245040301,8.820380905155,0.172062039451,0,0.1,80,80,-5.47499990463,-4.86250019073,100,11.787411967795,31.096457716831,237,-2.45000004768,-2.65000009537,1.5,-1.39999961853,-0.200000762939,0.599998474121,-5.5,-0.100584563629,5.9,23.099999666214,32.800000011921,0,3.6,4,3.6,
TLS,2000,0,0.064592973835,-7.93583918817,16.6298327825,1.59999847412,-0.300000190735,-1.29999923706,0.0001928498,0.0422126726,35.9,0.913992721281,1,0,52.7,68.9,9.4,2.43333333333,0,-1.4330317828,5.95000012716,0,0,0.1,0,0,1,-2.8645401001,-3.5909614563,6.56133860004,0.4297978612,0.000143426258,0,0,0.1,80,80,1.88333336512,1.30000003179,100,0,0,13145,0.633333325386,0.558333317439,0.199999809265,0.199999809265,0.10000038147,0.199998855591,0.300000190735,1.17860071526,7.5,82.800001144409,81.400001525879,0,4.7,6,4.7,
TGO,2000,-49.3932942195,-0.009859654713,0.663679143296,1.38210032,-0.20000076294,0.599999904633,-0.39999961853,0.002287041667,0.074012982,42.2,-1.74253789467,188.1036,0.601634503343,23.9,84.1,4.075,0.7625,0.209636736,1.960580754,0,62649000,0,2.395859172827,0,0,188.1036,-0.626663208008,-1.02393341064,17.8321495921,0.669225305,25.505791612378,-0.592386303472,0,4.5,80,80,1.20769229302,0.553846139174,100,6.624644800054,0,100,0.661538490882,0.661538490882,0,0,0,-0.10000038147,-0.099999427795,-0.142661390653,10.5,82.099998474121,63.899998664856,0,4.7,6,4.7,
TTO,2000,-121.469027788,-0.019596579729,-4.93229015157,1.7528928,-0.900000095367,0.60000038147,0.300003051758,0.003443626,2.9326678,50,-2.72415811574,787.9956,0.913346863441,90.7,93.3,0,0,1.907160512,0.116277288,0,0,0,0.1,0,0,787.9956,0.392414093017,0.190139770508,0.441503199314,9.708608977,0.146667041072,0,0,1,80,80,3.96666666667,3.07333323161,100,0,0,100,0,0,-0.599998474121,-0.699999809265,-0.700000762939,-1.40000152588,-1.39999961853,-0.440503963535,0.4,16.799999713898,18.499999642372,0,5.6,6,5.6,
TUN,2000,35.3989326097,-0.023026671789,3.36985377222,2.06361192,-0.199998855591,0,0.200000762939,0.00006666925,1.001134685,40.8,-1.73293712128,4155.2609,3.427068727003,95.4,97.6,15.8,3,1.148245529,0.272183089,0,0,0,6.61722227136,0,0,4155.2609,-0.756265640259,-0.821243286133,6.186350921978,0.662789326,1.541539916991,-0.232907159148,0,0.1,80,80,0,0,5057.5,22.060177445616,16.480834084809,5057.5,1.4888888465,2.11111111111,-0.5,-0.200000762939,-0.300000190735,-0.5,-0.5,-0.108836302759,2,30.699999809265,32.300000190735,0,6,6,6,
TUR,2000,241.323133846,0.076442373293,-15.6183707392,6.83432902,-4.79999923706,1.70000076294,3.09999847412,0.005676000667,0.34086658,41.4,10.1529794177,1295.9831,4.825745721519,96.9,96.8,7.975,-1.45,1.46956735,-9.95209679,0,0,0,12.896031134257,0,0,1295.9831,-5.18728256226,-3.43166732788,13.4993887873,12.48993285,2.568566743147,-0.025247099208,0,0.1,60,58,6.69999980927,2.83750009537,423879,38.899550658971,20.132427205096,423879,-2.375,-2.875,-1.30000019073,-1.2000002861,-1.19999980927,-2.19999980927,-2,-0.041099951843,2.8,63.89999961853,43.400000572205,6.41721959461,5.3,6,5.3,
TKM,2000,260.235439666,-0.272761791837,0,0,1,-5.10000228882,4.09999847412,0.0001525152,0.029017906,50,-16.1398257227,378.1333,4.952161911453,76.9,89.1,0,0,0.088261413,0,0,3428000,1557000,0.1,0,0,378.1333,-0.028518676758,-0.015888214111,0,0.076714912,0.399115966303,0.205475848204,0,0.1,62,57,0,0,100,0,55.376707497191,100,0,0,0,0,0,0,0.10000038147,-0.075120713066,0,30.89999961853,26.400000095367,0,5.7,6,5.7,
UGA,2000,2.0799109517,0.091613963111,-1.96388521001,1.76173802,-0.099998474121,-0.299999237061,0.39999961853,0.000422729714,0.010584226,43,-6.2993045203,117.1883,4.356932128821,28.3,85.4,0.866666666667,0,0.058170123,-2.385347402,6.54999978202,55654000,2142000,3.895978776878,0,0,117.1883,-0.05693435669,0.066070556641,24.0449313758,0.283058086,5.03903629492,-0.099777139961,0,9.2,80,80,1.61428574153,0.642857142857,193,10.564088243507,22.857398457236,193,0.364285707474,0.628571442195,-0.700000047684,-1.20000004768,-0.899999856949,-1.50000023842,-1.90000009537,0.09499630754,10.2,91.400001525879,78.60000038147,0,3,4,3,
UKR,2000,60.9303457371,-0.051787085758,-4.36143486883,7.66348119,4.39999961853,-7.30000114441,2.90000152588,0.039399727143,0.88723721,29,6.67365133156,1281.0343,5.227240865143,97.1,99.9,5.8,2.2,0.310798314,5.51942543,0,24603000,158673000,4.209522532189,0,0,1281.0343,-0.673496246338,-1.73098373413,13.531343747333,1.231093337,11.960218530005,0.084330309239,0,0.6,60,55,-1.49374997616,-1.01250004768,100,20.142870171674,10.619972313053,100,-0.607692315028,-0.546153838818,0,0,0,0,0,-0.063719974279,4.4,20.599999666214,13.699999988079,0,5.1,6,5.1,
ARE,2000,-17854.7031847,-0.215345321381,0,9.66155827222,-0.099999904633,0.20000076294,-0.100002288818,0.052511051,0.00650611,50,1.60479592656,916.8085,0.708440058372,98,99.6,0,0,8.68260189,-1.225042024,0,0,0,0.1,0,0,916.8085,0.260019302368,0.110794067383,0,18.42746187,3.171349069153,0.266234216499,0,0.1,80,80,0,0,100,0,0,100,0.328571421759,0.571428571429,-4.7000002861,-0.5,-1,-8.19999980927,-2.59999990463,0.269469479887,0,0.699999988079,1.899999976158,0,7.8,8,7.8,
GBR,2000,1024.73963783,-0.025069663963,-0.549619833924,0.63332605,0,-0.599998474121,0.600006103516,0.044858952,1.8347861,36,1.29121914447,3265.1518,32.35324330646,99.1,100,-4.63333333333,1.11666666667,5.52811608,-0.550137138,0,0,0,0.1,0,0,3265.1518,0.336742401123,-0.023483276367,6.575238095238,27.42396523,2.294755202884,0.046654813168,0,0.1,65,60,1.11666663488,0.699999968211,1829,0,0,1829,-0.599999904633,-0.5,-0.299999713898,-0.700000286102,-0.400000095367,0,-0.699999809265,0.025109995769,0,6.199999928474,11.600000202656,0,8,8,8,
TZA,2000,9.67825428714,-0.006327534001,-11.4546426966,2.89183438,0,0,0,0.000952641429,0.059388788,37.3,-0.423068227877,1,1.167657931848,16.3,85.9,14.45,3.4,0.042063551,-1.966472265,5.67500019073,471626000,175315000,4.582224394547,0,0,1,-0.146507263184,-0.222770690918,0.710740549205,0.171314911,0.536166228646,0.0212221432,0,8.9,80,80,1.58571434021,0.957142829895,100,11.931894368551,13.843830805787,100,0.307692307692,0.307692307692,-0.200000286102,-0.100000143051,-0.200000047684,-0.5,-0.400000095367,0.068956748461,9.6,95.500001430512,89,0,4.5,6,4.5,
USA,2000,1039.46377285,-0.09632202052,-1.21664847083,2.57961849,0,-0.10000038147,0.199996948242,1.505479847,0.30669621,40.4,-0.552436310927,3644.3089,33.787610578002,99.9,99.6,15.2,2.7,7.23043818,1.188830074,0,0,0,0.1,0,0,3644.3089,-0.129806518555,0.096862792969,16.417633486428,7.89198807,1.910493334057,-0.052440067374,0,0.1,66,66,1.62727269259,1.54545454545,3395933,0,0,3395933,0,0,-0.200000286102,-0.199999809265,-0.199999809265,-0.599999427795,-0.5,-0.10094538017,0,6.10000000149,8.20000038296,0,7.6,8,7.6,
URY,2000,-357.020735605,-0.134479719962,-1.98825200247,1.97672506,0.10000038147,-0.699998855591,0.599998474121,0.135386311333,0.8748128,47.2,-0.584702872825,600.4538,2.222752495742,94.3,98.5,4.4875,-0.575,0.566292465,-0.894863312,-3.40833346049,0,0,0.1,0,0,600.4538,-0.838134765625,-1.03652191162,9.174724840087,2.725297192,0.485786169364,-0.325495015805,0,0.4,80,80,-2.30909087441,-1.47272734209,337467,0,0,337467,2.72499990463,3.25,2.30000019073,1.9000005722,2,3.59999847412,3.60000038147,-0.170489935806,0.9,20.199999570847,25.599999248981,1.92758647121,7.1,8,7.1,
UZB,2000,-29.8491941277,-0.179549449734,0,0,0.5,-0.5,0,0.0021577896,0.142588335,36.1,-1.12338650078,162.9963,0.1,97.5,97.6,14.3,3.55,0.453658965,0,0,0,3329000,0.1,0,0,162.9963,-0.058536529541,-0.087093353272,0,0.049247079,0.1,-0.194643982544,0,0.1,60,55,0,0,100,0,23.394767232238,100,0,0,0,0,0,0,0,0.301896630545,5.4,38.499998480082,41.6000007689,0,2.4,4,2.4,
VEN,2000,671.381842238,-0.024035645304,-3.84927624226,6.138666197,0.300000190735,-0.10000038147,-0.200000762939,0.009163147,-0.26261201,48.3,8.6390246389,887.3848,2.890976947625,92.7,93.6,-0.25,0,0.519771698,-7.36508304,0,7041000,51951000,7.809194915254,0,0,887.3848,0.174417495728,-0.025398254395,0,6.51161721,3.048055237518,-0.259772941141,0,0.4,80,80,2.24545461481,1.12727269259,100,16.886641949153,37.187420493222,100,0.718181826852,0.79090907357,-1.69999980927,-1,-1.30000019073,-4.40000152588,0.099998474121,-0.043146905589,4.4,33.900000095367,33.700000286102,1.32249921858,4.2,6,4.2,
VNM,2000,51.3934141259,-0.028710259785,0,-0.83746845,0.400001525879,0.39999961853,-0.900001525879,0.00032587225,0.512050806,37,9.62123043998,811.0764,11.068944781808,76.7,93.6,7.475,1.875,0.125321613,-5.827439637,0,75823000,2325000,1.991928379383,0,0,811.0764,-0.72038269043,-0.50471496582,19.3954697364,0.564181602,0.438416010353,0.002334480641,0,0.2,60,55,-0.857142857143,-0.757142884391,760.8,7.471775070076,26.722309272618,760.8,0.260000006358,0.273333326976,-0.200000047684,0.200000047684,0,-1.09999990463,0.300000190735,0.283890227138,3.6,84.500001907349,77.699998855591,0,6.6,8,6.6,
PSE,2000,0,-1.08410338552,0.275927657316,1.8337222,1.0999994278,-3.79999923706,2.70000076294,0.000085966167,1.326666577,34,-20.2123402253,1549.4142,0.241840274177,90.7,93,4.4,-1.25,0.5556531035,-2.74619288,0,0,0,0.1,0,0,1549.4142,-0.017887592316,-0.403289794922,0,0.110404759,2.53852867306,0.099940123315,0,0.1,80,80,2.56923088661,1.60769227835,310,0,0,310,4.39999993642,5.29999987284,2.39999961853,2.5999994278,2.5999994278,4.70000076294,3.70000076294,-0.002447707128,9.5,43.400001525879,26.599999427795,11.741987221,2.6,4,2.6,
YEM,2000,82.8223030236,-0.058533801726,3.80945722081,1.50260833,-7.79999923706,1.5999994278,6.29999923706,0.00106258,0.309804694,34.7,0,154.9327,0.002640114315,82.4,82.5,4.08571428571,1.12857142857,0.025871712,-4.070219494,4.83750009537,24958000,1705000,2.222139545211,0,0,154.9327,-1.14863777161,-0.317115783691,0,0.02039533,0.144596168228,0.149985373008,0,0.1,80,80,4.35624980927,1.375,100,5.891640183746,56.555488031024,100,0.583333333333,1.01666665077,0.099999427795,0.10000038147,0.10000038147,0,0,-0.006715423057,13.2,61.000001549721,45.999998480082,0,2.3,4,2.3,
ZMB,2000,81.5291830551,-0.015167216389,0.187517239827,4.9215117,0.5,-0.599999904633,0.10000038147,0.0001039505,-0.019490271,42.1,0,180.3266,0.316156043387,57.6,87.3,8.425,1.525,0.044018471,-0.75728489,0,23387000,9648000,10.296734240551,0,0,180.3266,-0.097595214844,-0.12979888916,10.0363609139,0.692139874,74.101206257309,0.575417350979,0,15.7,80,80,1.63999996185,0.919999980927,100,21.242693830845,4.21277225024,100,0,0,-1,1.80000019073,0.39999961853,1.10000038147,1.20000076294,-0.071899832737,3.7,91.099998474121,74.299999237061,0,5.8,6,5.8,
ZWE,2000,-95.5298360344,-0.044460162921,3.15523631056,8.82317180545,3,0.300000190735,-3.29999923706,0.002041827667,0.065176257,43.2,-0.705873847516,133.9198,1.644537132056,50.8,98.6,2.6,0.446153846154,0.239758007,-2.65321978,0,40338000,14684000,2.770026188101,0,0,133.9198,4.14015579224,4.29906082153,0.843910906805,0.725949153,10.984789813748,-0.213226601768,0,22.1,80,80,0,0,1966582,6.068692483068,8.361618017397,1966582,0,0,-0.799999952316,-1.60000038147,-1.30000019073,-2.40000009537,-4.39999961853,-0.13704833637,8.8,76.70000076294,44.39999961853,0,3.5,4,3.5,
